"","xmin","xmax","variable","value"
"125",16.9567231725576,17.5516959154544,"Difference",429
"126",17.5516959154544,18.1466686583511,"Difference",491
"127",18.1466686583511,18.7416414012479,"Difference",537
"128",18.7416414012479,19.3366141441447,"Difference",547
"129",19.3366141441447,19.9315868870414,"Difference",370
"130",19.9315868870414,20.5265596299382,"Difference",291
"131",20.5265596299382,21.1215323728349,"Difference",231
"132",21.1215323728349,21.7165051157317,"Difference",141
"133",21.7165051157317,22.3114778586285,"Difference",126
"134",22.3114778586285,22.9064506015252,"Difference",71
"135",22.9064506015252,23.501423344422,"Difference",72
"136",23.501423344422,24.0963960873187,"Difference",59
"137",24.0963960873187,24.6913688302155,"Difference",41
"138",24.6913688302155,25.2863415731122,"Difference",36
"139",25.2863415731122,25.881314316009,"Difference",19
"140",25.881314316009,26.4762870589058,"Difference",20
"141",26.4762870589058,27.0712598018025,"Difference",11
"142",27.0712598018025,27.6662325446993,"Difference",3
"143",27.6662325446993,28.261205287596,"Difference",3
"144",28.261205287596,28.8561780304928,"Difference",1
"145",28.8561780304928,29.4511507733896,"Difference",1
"146",29.4511507733896,30.0461235162863,"Difference",-1
"147",30.0461235162863,30.6410962591831,"Difference",-1
"148",30.6410962591831,31.2360690020798,"Difference",-4
"149",31.2360690020798,31.8310417449766,"Difference",-3
"150",31.8310417449766,32.4260144878734,"Difference",0
"151",32.4260144878734,33.0209872307701,"Difference",0
"152",33.0209872307701,33.6159599736669,"Difference",-1
"153",33.6159599736669,34.2109327165636,"Difference",-1
"154",34.2109327165636,34.8059054594604,"Difference",0
"155",34.8059054594604,35.4008782023572,"Difference",0
"156",35.4008782023572,35.9958509452539,"Difference",0
"157",35.9958509452539,36.5908236881507,"Difference",0
"158",36.5908236881507,37.1857964310474,"Difference",-2
"159",37.1857964310474,37.7807691739442,"Difference",0
"160",37.7807691739442,38.3757419168409,"Difference",0
"161",38.3757419168409,38.9707146597377,"Difference",0
"162",38.9707146597377,39.5656874026345,"Difference",0
"163",39.5656874026345,40.1606601455312,"Difference",0
"164",40.1606601455312,40.755632888428,"Difference",0
"165",40.755632888428,41.3506056313247,"Difference",0
"166",41.3506056313247,41.9455783742215,"Difference",-2
"167",41.9455783742215,42.5405511171183,"Difference",0
"168",42.5405511171183,43.135523860015,"Difference",0
"169",43.135523860015,43.7304966029118,"Difference",0
"170",43.7304966029118,44.3254693458085,"Difference",0
"171",44.3254693458085,44.9204420887053,"Difference",0
"172",44.9204420887053,45.5154148316021,"Difference",0
"173",45.5154148316021,46.1103875744988,"Difference",0
"174",46.1103875744988,46.7053603173956,"Difference",0
"175",46.7053603173956,47.3003330602923,"Difference",0
"176",47.3003330602923,47.8953058031891,"Difference",0
"177",47.8953058031891,48.4902785460858,"Difference",0
"178",48.4902785460858,49.0852512889826,"Difference",0
"179",49.0852512889826,49.6802240318794,"Difference",0
"180",49.6802240318794,50.2751967747761,"Difference",0
"181",50.2751967747761,50.8701695176729,"Difference",0
"182",50.8701695176729,51.4651422605696,"Difference",0
"183",51.4651422605696,52.0601150034664,"Difference",0
"184",52.0601150034664,52.6550877463632,"Difference",0
"185",52.6550877463632,53.2500604892599,"Difference",0
"186",53.2500604892599,53.8450332321567,"Difference",0
"187",53.8450332321567,54.4400059750534,"Difference",0
"188",54.4400059750534,55.0349787179502,"Difference",0
"189",55.0349787179502,55.629951460847,"Difference",0
"190",55.629951460847,56.2249242037437,"Difference",0
"191",56.2249242037437,56.8198969466405,"Difference",0
"192",56.8198969466405,57.4148696895372,"Difference",0
"193",57.4148696895372,58.009842432434,"Difference",0
"194",58.009842432434,58.6048151753307,"Difference",0
"195",58.6048151753307,59.1997879182275,"Difference",0
"196",59.1997879182275,59.7947606611243,"Difference",0
"197",59.7947606611243,60.389733404021,"Difference",0
"198",60.389733404021,60.9847061469178,"Difference",0
"199",60.9847061469178,61.5796788898145,"Difference",0
"200",61.5796788898145,62.1746516327113,"Difference",-1
"201",2.67737734303541,3.27235008593217,"Butler",1
"202",3.27235008593217,3.86732282882893,"Butler",213
"203",3.86732282882893,4.46229557172569,"Butler",687
"204",4.46229557172569,5.05726831462245,"Butler",1486
"205",5.05726831462245,5.65224105751921,"Butler",1384
"206",5.65224105751921,6.24721380041597,"Butler",743
"207",6.24721380041597,6.84218654331273,"Butler",667
"208",6.84218654331273,7.43715928620949,"Butler",576
"209",7.43715928620949,8.03213202910624,"Butler",505
"210",8.03213202910624,8.627104772003,"Butler",508
"211",8.627104772003,9.22207751489976,"Butler",475
"212",9.22207751489976,9.81705025779652,"Butler",502
"213",9.81705025779652,10.4120230006933,"Butler",542
"214",10.4120230006933,11.00699574359,"Butler",482
"215",11.00699574359,11.6019684864868,"Butler",461
"216",11.6019684864868,12.1969412293836,"Butler",485
"217",12.1969412293836,12.7919139722803,"Butler",468
"218",12.7919139722803,13.3868867151771,"Butler",413
"219",13.3868867151771,13.9818594580738,"Butler",374
"220",13.9818594580738,14.5768322009706,"Butler",376
"221",14.5768322009706,15.1718049438674,"Butler",331
"222",15.1718049438674,15.7667776867641,"Butler",275
"223",15.7667776867641,16.3617504296609,"Butler",226
"224",16.3617504296609,16.9567231725576,"Butler",190
"225",16.9567231725576,17.5516959154544,"Butler",176
"226",17.5516959154544,18.1466686583511,"Butler",124
"227",18.1466686583511,18.7416414012479,"Butler",116
"228",18.7416414012479,19.3366141441447,"Butler",81
"229",19.3366141441447,19.9315868870414,"Butler",83
"230",19.9315868870414,20.5265596299382,"Butler",57
"231",20.5265596299382,21.1215323728349,"Butler",51
"232",21.1215323728349,21.7165051157317,"Butler",34
"233",21.7165051157317,22.3114778586285,"Butler",26
"234",22.3114778586285,22.9064506015252,"Butler",38
"235",22.9064506015252,23.501423344422,"Butler",17
"236",23.501423344422,24.0963960873187,"Butler",14
"237",24.0963960873187,24.6913688302155,"Butler",19
"238",24.6913688302155,25.2863415731122,"Butler",13
"239",25.2863415731122,25.881314316009,"Butler",11
"240",25.881314316009,26.4762870589058,"Butler",10
"241",26.4762870589058,27.0712598018025,"Butler",8
"242",27.0712598018025,27.6662325446993,"Butler",12
"243",27.6662325446993,28.261205287596,"Butler",3
"244",28.261205287596,28.8561780304928,"Butler",4
"245",28.8561780304928,29.4511507733896,"Butler",4
"246",29.4511507733896,30.0461235162863,"Butler",4
"247",30.0461235162863,30.6410962591831,"Butler",2
"248",30.6410962591831,31.2360690020798,"Butler",4
"249",31.2360690020798,31.8310417449766,"Butler",3
"250",31.8310417449766,32.4260144878734,"Butler",2
"251",32.4260144878734,33.0209872307701,"Butler",1
"252",33.0209872307701,33.6159599736669,"Butler",1
"253",33.6159599736669,34.2109327165636,"Butler",1
"254",34.2109327165636,34.8059054594604,"Butler",0
"255",34.8059054594604,35.4008782023572,"Butler",0
"256",35.4008782023572,35.9958509452539,"Butler",0
"257",35.9958509452539,36.5908236881507,"Butler",0
"258",36.5908236881507,37.1857964310474,"Butler",2
"259",37.1857964310474,37.7807691739442,"Butler",0
"260",37.7807691739442,38.3757419168409,"Butler",0
"261",38.3757419168409,38.9707146597377,"Butler",0
"262",38.9707146597377,39.5656874026345,"Butler",0
"263",39.5656874026345,40.1606601455312,"Butler",0
"264",40.1606601455312,40.755632888428,"Butler",0
"265",40.755632888428,41.3506056313247,"Butler",0
"266",41.3506056313247,41.9455783742215,"Butler",2
"267",41.9455783742215,42.5405511171183,"Butler",0
"268",42.5405511171183,43.135523860015,"Butler",0
"269",43.135523860015,43.7304966029118,"Butler",0
"270",43.7304966029118,44.3254693458085,"Butler",0
"271",44.3254693458085,44.9204420887053,"Butler",0
"272",44.9204420887053,45.5154148316021,"Butler",0
"273",45.5154148316021,46.1103875744988,"Butler",0
"274",46.1103875744988,46.7053603173956,"Butler",0
"275",46.7053603173956,47.3003330602923,"Butler",0
"276",47.3003330602923,47.8953058031891,"Butler",0
"277",47.8953058031891,48.4902785460858,"Butler",0
"278",48.4902785460858,49.0852512889826,"Butler",0
"279",49.0852512889826,49.6802240318794,"Butler",0
"280",49.6802240318794,50.2751967747761,"Butler",0
"281",50.2751967747761,50.8701695176729,"Butler",0
"282",50.8701695176729,51.4651422605696,"Butler",0
"283",51.4651422605696,52.0601150034664,"Butler",0
"284",52.0601150034664,52.6550877463632,"Butler",0
"285",52.6550877463632,53.2500604892599,"Butler",0
"286",53.2500604892599,53.8450332321567,"Butler",0
"287",53.8450332321567,54.4400059750534,"Butler",0
"288",54.4400059750534,55.0349787179502,"Butler",0
"289",55.0349787179502,55.629951460847,"Butler",0
"290",55.629951460847,56.2249242037437,"Butler",0
"291",56.2249242037437,56.8198969466405,"Butler",0
"292",56.8198969466405,57.4148696895372,"Butler",0
"293",57.4148696895372,58.009842432434,"Butler",0
"294",58.009842432434,58.6048151753307,"Butler",0
"295",58.6048151753307,59.1997879182275,"Butler",0
"296",59.1997879182275,59.7947606611243,"Butler",0
"297",59.7947606611243,60.389733404021,"Butler",0
"298",60.389733404021,60.9847061469178,"Butler",0
"299",60.9847061469178,61.5796788898145,"Butler",0
"300",61.5796788898145,62.1746516327113,"Butler",1
